,I_weight,H_weight,O_weight
14445,1.64,,
14446,3.97,,
14447,2.57,,
14448,3.56,,
14449,3.57,,
14450,0.37,,
14451,3.69,,
14452,2.45,,
14453,0.37,,
14454,1.0,,
14455,2.39,,
14456,2.99,,
14457,3.75,,
14458,0.96,,
14459,1.9,,
14460,1.11,,
14461,0.67,,
14462,3.03,,
14463,2.91,,
14464,3.7,,
14465,1.96,,
14466,3.97,,
14467,3.18,,
14468,3.55,,
14469,0.4,,
14470,2.01,,
14471,0.92,,
14472,2.3,,
14473,0.0,,
14474,2.79,,
14475,3.74,,
14476,3.01,,
14477,2.23,,
14478,0.66,,
14479,2.96,,
14480,3.92,,
14481,2.29,,
14482,2.67,,
14483,0.77,,
14484,3.29,,
14485,0.94,,
14486,0.18,,
14487,0.72,,
14488,3.31,,
14489,0.79,,
14490,1.18,,
14491,0.25,,
14492,1.8,,
14493,2.47,,
14494,0.13,,
14495,2.9,,
14496,2.9,,
14497,1.47,,
14498,3.03,,
14499,3.04,,
14500,3.34,,
14501,1.73,,
14502,2.75,,
14503,3.33,,
14504,0.64,,
14505,1.51,,
14506,0.69,,
14507,0.14,,
14508,0.7,,
14509,3.37,,
14510,1.68,,
14511,0.34,,
14512,0.63,,
14513,0.29,,
14514,1.66,,
14515,1.74,,
14516,2.8,,
14517,0.66,,
14518,2.85,,
14519,2.85,,
14520,3.54,,
14521,2.12,,
14522,3.6,,
14523,2.37,,
14524,3.85,,
14525,2.34,,
14526,1.32,,
14527,1.81,,
14528,3.32,,
14529,2.38,,
14530,2.64,,
14531,0.86,,
14532,1.8,,
14533,0.69,,
14534,3.35,,
14535,1.78,,
14536,1.26,,
14537,2.43,,
14538,3.7,,
14539,3.19,,
14540,3.34,,
14541,0.79,,
14542,1.18,,
14543,3.09,,
14544,1.86,,
14545,0.36,,
14546,2.33,,
14547,3.19,,
14548,0.51,,
14549,0.22,,
14550,2.95,,
14551,2.13,,
14552,3.43,,
14553,2.24,,
14554,1.58,,
14555,2.6,,
14556,2.85,,
14557,3.27,,
14558,0.21,,
14559,0.72,,
14560,3.5,,
14561,3.2,,
14562,0.96,,
14563,0.2,,
14564,3.43,,
14565,2.17,,
14566,0.3,,
14567,2.16,,
14568,0.33,,
14569,2.1,,
14570,0.37,,
14571,1.04,,
14572,2.2,,
14573,3.31,,
14574,0.18,,
14575,1.96,,
14576,3.35,,
14577,0.56,,
14578,3.16,,
14579,2.8,,
14580,0.36,,
14581,0.59,,
14582,1.77,,
14583,1.69,,
14584,2.54,,
14585,0.32,,
14586,3.04,,
14587,1.84,,
14588,2.73,,
14589,3.97,,
14590,1.35,,
14591,0.13,,
14592,0.05,,
14593,0.11,,
14594,2.66,,
14595,0.1,,
14596,3.24,,
14597,0.12,,
14598,1.29,,
14599,3.03,,
14600,3.23,,
14601,2.34,,
14602,0.33,,
14603,0.76,,
14604,3.81,,
14605,0.39,,
14606,3.13,,
14607,2.16,,
14608,1.49,,
14609,3.15,,
14610,2.99,,
14611,2.42,,
14612,2.88,,
14613,3.95,,
14614,1.25,,
14615,2.69,,
14616,3.18,,
14617,2.02,,
14618,1.16,,
14619,1.17,,
14620,0.64,,
14621,2.18,,
14622,0.59,,
14623,2.67,,
14624,2.16,,
14625,1.15,,
14626,2.09,,
14627,3.07,,
14628,0.6,,
14629,3.3,,
14630,1.16,,
14631,2.49,,
14632,0.17,,
14633,1.52,,
14634,0.16,,
14635,1.74,,
14636,0.11,,
14637,2.4,,
14638,0.01,,
14639,1.05,,
14640,0.98,,
14641,1.38,,
14642,1.37,,
14643,1.45,,
14644,2.06,,
14645,2.12,,
14646,1.62,,
14647,2.25,,
14648,0.94,,
14649,0.6,,
14650,1.08,,
14651,0.91,,
14652,1.29,,
14653,2.65,,
14654,1.46,,
14655,3.29,,
14656,3.14,,
14657,1.5,,
14658,0.17,,
14659,2.86,,
14660,2.5,,
14661,0.21,,
14662,0.83,,
14663,1.64,,
14664,3.42,,
14665,2.23,,
14666,2.47,,
14667,3.15,,
14668,0.07,,
14669,2.5,,
14670,2.54,,
14671,3.75,,
14672,3.7,,
14673,0.74,,
14674,0.26,,
14675,1.07,,
14676,0.19,,
14677,0.49,,
14678,1.57,,
14679,3.34,,
14680,0.5,,
14681,2.22,,
14682,2.12,,
14683,0.02,,
14684,2.5,,
14685,1.03,,
14686,3.43,,
14687,0.71,,
14688,3.79,,
14689,1.99,,
14690,3.72,,
14691,2.06,,
14692,1.51,,
14693,3.06,,
14694,2.11,,
14695,0.26,,
14696,1.07,,
14697,0.62,,
14698,0.26,,
14699,2.79,,
14700,2.48,,
14701,1.18,,
14702,0.68,,
14703,2.29,,
14704,2.68,,
14705,2.92,,
14706,1.63,,
14707,0.63,,
14708,0.97,,
14709,1.68,,
14710,2.87,,
14711,1.47,,
14712,2.9,,
14713,2.11,,
14714,0.86,,
14715,1.24,,
14716,3.11,,
14717,0.33,,
14718,3.49,,
14719,3.29,,
14720,1.17,,
14721,3.93,,
14722,1.56,,
14723,1.42,,
14724,3.0,,
14725,3.03,,
14726,3.47,,
14727,0.17,,
14728,1.61,,
14729,0.92,,
14730,2.7,,
14731,1.36,,
14732,2.73,,
14733,1.18,,
14734,3.84,,
14735,3.65,,
14736,0.09,,
14737,0.34,,
14738,1.51,,
14739,1.64,,
14740,1.12,,
14741,1.16,,
14742,2.3,,
14743,3.26,,
14744,2.02,,
14745,3.67,,
14746,3.09,,
14747,2.92,,
14748,1.47,,
14749,2.22,,
14750,2.0,,
14751,0.71,,
14752,3.93,,
14753,1.33,,
14754,3.89,,
14755,1.86,,
14756,3.33,,
14757,0.25,,
14758,2.75,,
14759,0.15,,
14760,2.75,,
14761,0.23,,
14762,3.41,,
14763,0.96,,
14764,3.67,,
14765,0.84,,
14766,3.06,,
14767,1.42,,
14768,3.31,,
14769,1.03,,
14770,1.26,,
14771,2.84,,
14772,1.58,,
14773,0.89,,
14774,0.57,,
14775,0.41,,
14776,0.38,,
14777,2.4,,
14778,2.1,,
14779,2.89,,
14780,3.15,,
14781,2.18,,
14782,2.43,,
14783,0.79,,
14784,2.37,,
14785,2.52,,
14786,0.79,,
14787,0.87,,
14788,1.62,,
14789,1.29,,
14790,0.9,,
14791,3.53,,
14792,3.42,,
14793,2.89,,
14794,3.82,,
14795,3.67,,
14796,2.45,,
14797,2.02,,
14798,3.03,,
14799,1.31,,
14800,1.56,,
14801,1.85,,
14802,2.0,,
14803,1.63,,
14804,2.21,,
14805,3.46,,
14806,3.57,,
14807,0.04,,
14808,0.74,,
14809,3.28,,
14810,3.99,,
14811,0.12,,
14812,0.43,,
14813,3.11,,
14814,0.45,,
14815,0.51,,
14816,2.39,,
14817,3.7,,
14818,0.98,,
14819,1.51,,
14820,1.89,,
14821,2.81,,
14822,1.06,,
14823,1.13,,
14824,3.92,,
14825,0.48,,
14826,2.9,,
14827,1.66,,
14828,0.01,,
14829,2.48,,
14830,0.85,,
14831,1.47,,
14832,3.17,,
14833,0.54,,
14834,0.23,,
14835,1.24,,
14836,0.28,,
14837,0.49,,
14838,2.1,,
14839,3.09,,
14840,1.15,,
14841,2.16,,
14842,0.9,,
14843,1.59,,
14844,1.91,,
14845,3.35,,
14846,2.35,,
14847,3.03,,
14848,1.63,,
14849,0.68,,
14850,2.89,,
14851,3.77,,
14852,2.43,,
14853,2.02,,
14854,0.29,,
14855,1.81,,
14856,1.34,,
14857,1.67,,
14858,0.37,,
14859,3.74,,
14860,2.78,,
14861,3.43,,
14862,1.18,,
14863,2.08,,
14864,1.63,,
14865,2.99,,
14866,3.32,,
14867,2.52,,
14868,3.11,,
14869,1.35,,
14870,1.97,,
14871,1.58,,
14872,1.74,,
14873,3.16,,
14874,0.19,,
14875,2.77,,
14876,0.47,,
14877,0.52,,
14878,3.12,,
14879,0.07,,
14880,0.17,,
14881,0.77,,
14882,3.96,,
14883,2.08,,
14884,0.81,,
14885,1.56,,
14886,3.54,,
14887,0.35,,
14888,3.48,,
14889,0.11,,
14890,0.62,,
14891,1.82,,
14892,1.28,,
14893,2.98,,
14894,0.4,,
14895,0.7,,
14896,0.87,,
14897,3.59,,
14898,1.42,,
14899,3.27,,
14900,2.04,,
14901,0.73,,
14902,2.29,,
14903,1.94,,
14904,3.39,,
14905,1.7,,
14906,2.25,,
14907,3.61,,
14908,2.48,,
14909,3.94,,
14910,3.33,,
14911,1.16,,
14912,3.85,,
14913,0.46,,
14914,1.22,,
14915,2.22,,
14916,3.18,,
14917,3.94,,
14918,3.12,,
14919,1.37,,
14920,0.95,,
14921,3.45,,
14922,3.65,,
14923,2.95,,
14924,2.11,,
14925,1.63,,
14926,0.85,,
14927,2.58,,
14928,2.46,,
14929,0.5,,
14930,0.41,,
14931,1.48,,
14932,2.76,,
14933,0.07,,
14934,3.29,,
14935,2.03,,
14936,3.97,,
14937,2.32,,
14938,0.26,,
14939,1.16,,
14940,2.3,,
14941,3.74,,
14942,2.86,,
14943,1.81,,
14944,1.02,,
14945,3.23,,
14946,1.61,,
14947,2.39,,
14948,2.29,,
14949,3.77,,
14950,1.68,,
14951,2.5,,
14952,3.23,,
14953,3.48,,
14954,2.63,,
14955,3.32,,
14956,2.57,,
14957,3.04,,
14958,2.98,,
14959,2.7,,
14960,3.04,,
14961,3.42,,
14962,0.36,,
14963,2.09,,
14964,0.58,,
14965,3.13,,
14966,2.32,,
14967,2.55,,
14968,2.28,,
14969,0.59,,
14970,2.26,,
14971,1.18,,
14972,3.09,,
14973,3.55,,
14974,2.28,,
14975,3.17,,
14976,3.43,,
14977,3.81,,
14978,3.56,,
14979,0.43,,
14980,3.36,,
14981,3.23,,
14982,0.89,,
14983,3.12,,
14984,3.11,,
14985,1.72,,
14986,2.26,,
14987,3.84,,
14988,0.22,,
14989,2.49,,
14990,0.09,,
14991,2.23,,
14992,0.62,,
14993,2.56,,
14994,1.83,,
14995,1.67,,
14996,3.57,,
14997,2.57,,
14998,0.7,,
14999,0.86,,
15000,2.256910587980991,,
15001,3.986910587980991,,
15002,0.916910587980991,,
15003,2.4370065683696156,,
15004,1.3071025487582408,,
15005,2.6571025487582403,,
15006,3.637198529146865,,
15007,2.6071985291468653,,
15008,3.59729450953549,,
15009,2.087390489924115,,
15010,2.637390489924115,,
15011,2.24748647031274,,
15012,0.0774864703127402,,
15013,3.2874864703127398,,
15014,1.147582450701365,,
15015,0.017582450701365077,,
15016,1.38767843108999,,
15017,1.63767843108999,,
15018,2.6576784310899897,,
15019,3.93767843108999,,
15020,3.6176784310899897,,
15021,2.27767843108999,,
15022,1.74767843108999,,
15023,0.12767843108998994,,
15024,3.22767843108999,,
15025,3.14767843108999,,
15026,1.627774411478615,,
15027,3.0578703918672394,,
15028,2.1878703918672397,,
15029,0.5979663722558646,,
15030,2.6478703918672397,,
15031,0.3778703918672397,,
15032,2.2078703918672398,,
15033,2.2978703918672396,,
15034,1.3878703918672397,,
15035,2.5278703918672396,,
15036,3.6978703918672395,,
15037,0.8777744114786148,,
15038,2.2577744114786147,,
15039,3.2377744114786147,,
15040,0.39777441147861486,,
15041,3.3276784310899896,,
15042,3.5376784310899896,,
15043,3.0776784310899896,,
15044,3.237582450701365,,
15045,1.257582450701365,,
15046,1.3575824507013652,,
15047,3.70748647031274,,
15048,0.48739048992411527,,
15049,3.377390489924115,,
15050,3.11729450953549,,
15051,1.5972945095354905,,
15052,0.6073904899241154,,
15053,2.357390489924115,,
15054,3.097390489924115,,
15055,3.407390489924115,,
15056,1.0973904899241154,,
15057,3.60748647031274,,
15058,3.427582450701365,,
15059,3.33767843108999,,
15060,0.6676784310899899,,
15061,3.0178703918672394,,
15062,0.007870391867239698,,
15063,2.6779663722558644,,
15064,2.0680623526444895,,
15065,2.4080623526444893,,
15066,3.638158333033114,,
15067,1.5681583330331144,,
15068,3.9981583330331145,,
15069,0.4782543134217392,,
15070,3.928350293810364,,
15071,1.558350293810364,,
15072,0.8183502938103642,,
15073,0.3283502938103641,,
15074,0.7783502938103641,,
15075,2.4583502938103643,,
15076,3.298446274198989,,
15077,3.298446274198989,,
15078,0.10835029381036407,,
15079,3.7879663722558643,,
15080,1.5074864703127402,,
15081,0.22710254875824068,,
15082,2.596814607592366,,
15083,0.3266226468151164,,
15084,2.526334705649242,,
15085,0.29614274487199194,,
15086,2.9559507840947425,,
15087,0.22566284292886757,,
15088,1.6355668625402426,,
15089,0.7155668625402427,,
15090,2.5256628429288677,,
15091,0.7858548037061174,,
15092,2.3360467644833673,,
15093,1.7763347056492416,,
15094,1.646718627203741,,
15095,0.5771025487582406,,
15096,2.927390489924115,,
15097,0.8877744114786148,,
15098,1.128254313421739,,
15099,0.07854225458761382,,
15100,1.9886382349762386,,
15101,1.7789261761421133,,
15102,1.139118136919363,,
15103,0.659214117307988,,
15104,2.8693100976966126,,
15105,1.8094060780852377,,
15106,0.5695020584738626,,
15107,1.6196940192511124,,
15108,3.4597899996397374,,
15109,2.6996940192511123,,
15110,2.3995020584738627,,
15111,1.3893100976966126,,
15112,2.229118136919363,,
15113,0.3788301957534885,,
15114,3.498542254587614,,
15115,2.908158333033114,,
15116,3.3076784310899896,,
15117,3.697198529146865,,
15118,3.6967186272037416,,
15119,3.936334705649242,,
15120,2.2658548037061172,,
15121,3.7355668625402427,,
15122,0.275374901762993,,
15123,3.115182940985743,,
15124,0.0951829409857432,,
15125,3.755086960597118,,
15126,2.7051829409857433,,
15127,1.0552789213743683,,
15128,3.885374901762993,,
15129,0.7956628429288676,,
15130,1.8257588233174926,,
15131,0.3659507840947422,,
15132,0.5359507840947423,,
15133,3.7359507840947423,,
15134,1.435950784094742,,
15135,3.7259507840947426,,
15136,0.8158548037061174,,
15137,3.6658548037061176,,
15138,1.6158548037061173,,
15139,1.8759507840947423,,
15140,3.716142744871992,,
15141,1.8664306860378665,,
15142,0.8266226468151162,,
15143,3.9870065683696154,,
15144,3.63729450953549,,
15145,2.7176784310899897,,
15146,0.31806235264448945,,
15147,0.6583502938103641,,
15148,1.5284462741989888,,
15149,0.8885422545876138,,
15150,1.6967186272037411,,
15151,3.3067186272037414,,
15152,3.9267186272037415,,
15153,1.276814607592366,,
15154,1.876910587980991,,
15155,2.186910587980991,,
15156,3.9170065683696156,,
15157,1.5071985291468657,,
15158,0.7671025487582407,,
15159,1.7971985291468657,,
15160,3.57729450953549,,
15161,2.1872945095354903,,
15162,1.2373904899241153,,
15163,2.377390489924115,,
15164,2.907390489924115,,
15165,0.6773904899241154,,
15166,2.32748647031274,,
15167,0.1974864703127402,,
15168,3.46748647031274,,
15169,1.1874864703127401,,
15170,0.1774864703127402,,
15171,3.27748647031274,,
15172,1.7274864703127402,,
15173,1.14748647031274,,
15174,0.21748647031274018,,
15175,1.8174864703127402,,
15176,2.73748647031274,,
15177,3.337582450701365,,
15178,1.5975824507013652,,
15179,2.14767843108999,,
15180,3.717582450701365,,
15181,3.627582450701365,,
15182,2.967582450701365,,
15183,2.007582450701365,,
15184,2.0575824507013647,,
15185,3.667582450701365,,
15186,0.3075824507013651,,
15187,3.3475824507013647,,
15188,2.567582450701365,,
15189,3.5175824507013647,,
15190,3.587582450701365,,
15191,2.3676784310899897,,
15192,3.31767843108999,,
15193,0.4176784310899899,,
15194,0.777582450701365,,
15195,2.087582450701365,,
15196,3.89748647031274,,
15197,0.6973904899241153,,
15198,2.1873904899241152,,
15199,2.947390489924115,,
15200,1.9773904899241153,,
15201,2.92729450953549,,
15202,2.4372945095354903,,
15203,0.9471025487582406,,
15204,1.7071025487582407,,
15205,3.3170065683696155,,
15206,3.5070065683696154,,
15207,2.1671025487582405,,
15208,3.51710254875824,,
15209,3.3971985291468654,,
15210,0.7172945095354905,,
15211,2.737390489924115,,
15212,1.2773904899241153,,
15213,0.12748647031274019,,
15214,0.927582450701365,,
15215,3.007582450701365,,
15216,3.8476784310899896,,
15217,0.09758245070136508,,
15218,3.147582450701365,,
15219,2.357582450701365,,
15220,2.8876784310899897,,
15221,1.71767843108999,,
15222,2.727582450701365,,
15223,3.98748647031274,,
15224,1.8174864703127402,,
15225,2.80748647031274,,
15226,1.6175824507013652,,
15227,3.757582450701365,,
15228,0.9473904899241153,,
15229,1.626910587980991,,
15230,3.126238725260617,,
15231,0.5958548037061173,,
15232,3.1754708821516178,,
15233,1.465374901762993,,
15234,0.01527892137436809,,
15235,2.1650869605971184,,
15236,0.34489499981986865,,
15237,3.364799019431244,,
15238,0.7247030390426188,,
15239,2.524799019431244,,
15240,1.3149909802084936,,
15241,0.6451829409857432,,
15242,3.975374901762993,,
15243,2.7156628429288676,,
15244,2.6460467644833674,,
15245,0.06643068603786659,,
15246,1.3467186272037412,,
15247,3.9671025487582403,,
15248,3.75748647031274,,
15249,2.7577744114786147,,
15250,1.6280623526444897,,
15251,0.6083502938103641,,
15252,0.2984462741989889,,
15253,2.618542254587614,,
15254,3.758638234976239,,
15255,0.29883019575348846,,
15256,2.289022156530738,,
15257,1.3193100976966128,,
15258,1.5994060780852377,,
15259,1.8393100976966128,,
15260,2.389118136919363,,
15261,0.1689261761421133,,
15262,2.368734215364863,,
15263,3.098446274198989,,
15264,1.0781583330331144,,
15265,1.7277744114786149,,
15266,2.447390489924115,,
15267,1.166814607592366,,
15268,2.196430686037867,,
15269,0.06614274487199197,,
15270,0.6356628429288675,,
15271,3.5754708821516177,,
15272,0.15527892137436808,,
15273,1.3251829409857434,,
15274,0.14518294098574322,,
15275,2.425086960597118,,
15276,2.925278921374368,,
15277,2.655374901762993,,
15278,2.1755668625402427,,
15279,3.9057588233174925,,
15280,2.3959507840947425,,
15281,2.776142744871992,,
15282,2.036142744871992,,
15283,1.1761427448719919,,
15284,0.5260467644833672,,
15285,3.536046764483367,,
15286,1.3559507840947422,,
15287,2.9458548037061174,,
15288,2.0558548037061173,,
15289,2.5259507840947424,,
15290,2.596142744871992,,
15291,1.1364306860378663,,
15292,1.8167186272037412,,
15293,2.1871025487582405,,
15294,1.8373904899241154,,
15295,3.247774411478615,,
15296,3.6580623526444893,,
15297,2.788446274198989,,
15298,1.7785422545876137,,
15299,1.4386382349762386,,
15300,0.7266226468151162,,
15301,3.5866226468151168,,
15302,1.6166226468151164,,
15303,1.5667186272037412,,
15304,0.7868146075923661,,
15305,3.086814607592366,,
15306,2.636910587980991,,
15307,0.10700656836961583,,
15308,2.4670065683696154,,
15309,1.1071025487582409,,
15310,3.1271025487582405,,
15311,3.8571985291468653,,
15312,0.2571985291468656,,
15313,2.51729450953549,,
15314,3.8972945095354903,,
15315,1.9872945095354904,,
15316,2.137390489924115,,
15317,1.5473904899241153,,
15318,0.6073904899241154,,
15319,2.4973904899241153,,
15320,3.6672945095354903,,
15321,2.02729450953549,,
15322,2.8772945095354903,,
15323,0.6271985291468656,,
15324,3.347198529146865,,
15325,1.2871985291468657,,
15326,2.3171985291468653,,
15327,1.9872945095354904,,
15328,3.00729450953549,,
15329,3.1672945095354903,,
15330,2.137198529146865,,
15331,2.7371985291468652,,
15332,0.007198529146865576,,
15333,2.577198529146865,,
15334,2.7371985291468652,,
15335,3.177198529146865,,
15336,1.4772945095354904,,
15337,2.78729450953549,,
15338,3.537390489924115,,
15339,2.65748647031274,,
15340,3.47748647031274,,
15341,3.02748647031274,,
15342,1.5674864703127402,,
15343,2.917582450701365,,
15344,1.3375824507013652,,
15345,1.8375824507013652,,
15346,0.15758245070136506,,
15347,2.69748647031274,,
15348,0.6773904899241154,,
15349,3.607390489924115,,
15350,0.7073904899241154,,
15351,2.9972945095354904,,
15352,3.4171985291468654,,
15353,1.077006568369616,,
15354,0.7367186272037411,,
15355,2.0967186272037415,,
15356,1.8466226468151163,,
15357,1.5868146075923661,,
15358,0.5668146075923661,,
15359,3.316814607592366,,
15360,2.4568146075923663,,
15361,0.7468146075923661,,
15362,0.9968146075923661,,
15363,3.816910587980991,,
15364,2.736910587980991,,
15365,2.966910587980991,,
15366,3.396910587980991,,
15367,3.166910587980991,,
15368,3.326910587980991,,
15369,0.8968146075923661,,
15370,3.7667186272037414,,
15371,2.186622646815117,,
15372,3.6165266664264917,,
15373,2.296526666426492,,
15374,0.41643068603786654,,
15375,1.6264306860378666,,
15376,1.0465266664264914,,
15377,2.746526666426492,,
15378,3.666334705649242,,
15379,0.7557588233174924,,
15380,3.055086960597118,,
15381,2.8946070586539943,,
15382,3.7343191174881194,,
15383,0.7142231370994944,,
15384,3.7842231370994943,,
15385,1.5642231370994946,,
15386,3.8741271567108697,,
15387,0.6941271567108694,,
15388,3.7841271567108694,,
15389,0.8942231370994944,,
15390,2.784415097876744,,
15391,1.374703039042619,,
15392,2.4348949998198686,,
15393,2.755182940985743,,
15394,0.4154708821516178,,
15395,3.4457588233174925,,
15396,3.766046764483367,,
15397,0.4263347056492417,,
15398,2.8466226468151166,,
15399,1.486910587980991,,
15400,0.10719852914686558,,
15401,2.58748647031274,,
15402,2.087582450701365,,
15403,3.83767843108999,,
15404,3.8077744114786145,,
15405,2.2378703918672396,,
15406,0.06815833303311432,,
15407,1.288350293810364,,
15408,1.9584462741989888,,
15409,2.728446274198989,,
15410,3.308254313421739,,
15411,0.9080623526444894,,
15412,0.7878703918672397,,
15413,2.5176784310899896,,
15414,0.4872945095354904,,
15415,2.7070065683696156,,
15416,2.0567186272037414,,
15417,2.316430686037867,,
15418,3.7160467644833672,,
15419,0.45575882331749246,,
15420,1.9254708821516178,,
15421,1.9451829409857433,,
15422,0.1951829409857432,,
15423,2.095086960597118,,
15424,2.825086960597118,,
15425,2.335278921374368,,
15426,1.085470882151618,,
15427,0.1555668625402427,,
15428,3.3557588233174926,,
15429,0.8459507840947422,,
15430,1.2362387252606168,,
15431,1.3063347056492416,,
15432,1.8163347056492416,,
15433,1.3163347056492416,,
15434,1.316238725260617,,
15435,0.43614274487199195,,
15436,2.926046764483367,,
15437,1.466046764483367,,
15438,3.5460467644833673,,
15439,3.2760467644833673,,
15440,1.9062387252606168,,
15441,3.3865266664264917,,
15442,2.1067186272037417,,
15443,0.9571025487582406,,
15444,1.7174864703127402,,
15445,3.4178703918672397,,
15446,0.18815833303311433,,
15447,3.848446274198989,,
15448,1.0685422545876138,,
15449,3.398638234976239,,
15450,2.796526666426492,,
15451,2.5765266664264916,,
15452,0.44652666642649147,,
15453,3.8066226468151165,,
15454,3.1767186272037415,,
15455,0.14671862720374124,,
15456,1.426814607592366,,
15457,1.836910587980991,,
15458,2.466910587980991,,
15459,3.7970065683696155,,
15460,0.4970065683696158,,
15461,2.3771025487582405,,
15462,1.8971025487582407,,
15463,0.24719852914686558,,
15464,2.9371985291468654,,
15465,0.5371985291468656,,
15466,1.9171985291468656,,
15467,1.0971985291468658,,
15468,0.5271985291468656,,
15469,3.387198529146865,,
15470,2.11710254875824,,
15471,3.4371025487582405,,
15472,1.3971025487582407,,
15473,0.6570065683696159,,
15474,0.5570065683696159,,
15475,1.327006568369616,,
15476,3.2470065683696157,,
15477,3.2471025487582406,,
15478,1.7171025487582408,,
15479,0.23700656836961584,,
15480,1.307006568369616,,
15481,3.096910587980991,,
15482,2.036910587980991,,
15483,3.176910587980991,,
15484,1.806910587980991,,
15485,1.776910587980991,,
15486,1.1970065683696158,,
15487,0.6770065683696159,,
15488,1.9771025487582408,,
15489,1.3571985291468658,,
15490,1.3572945095354905,,
15491,2.967390489924115,,
15492,2.6873904899241152,,
15493,2.17748647031274,,
15494,1.3674864703127403,,
15495,2.35748647031274,,
15496,3.867390489924115,,
15497,3.19729450953549,,
15498,1.2771985291468657,,
15499,2.8571985291468653,,
15500,2.4571985291468654,,
15501,0.7171025487582406,,
15502,0.526910587980991,,
15503,3.8366226468151168,,
15504,3.646334705649242,,
15505,3.8761427448719923,,
15506,3.256142744871992,,
15507,1.7162387252606168,,
15508,1.336238725260617,,
15509,0.5462387252606169,,
15510,3.406142744871992,,
15511,3.536142744871992,,
15512,0.17614274487199197,,
15513,3.216142744871992,,
15514,1.496142744871992,,
15515,0.926142744871992,,
15516,2.596046764483367,,
15517,0.9360467644833672,,
15518,3.8360467644833673,,
15519,0.5259507840947423,,
15520,3.5158548037061172,,
15521,3.5358548037061173,,
15522,3.3157588233174926,,
15523,3.2057588233174927,,
15524,3.4757588233174928,,
15525,0.28575882331749247,,
15526,0.025854803706117334,,
15527,1.3658548037061173,,
15528,0.14566284292886758,,
15529,0.8251829409857432,,
15530,2.534415097876744,,
15531,2.22393519593362,,
15532,0.7337432351563701,,
15533,0.4037432351563702,,
15534,1.2138392155449949,,
15535,3.403839215544995,,
15536,2.103839215544995,,
15537,1.533839215544995,,
15538,2.353839215544995,,
15539,3.9839351959336198,,
15540,1.9640311763222447,,
15541,2.0041271567108696,,
15542,3.4043191174881193,,
15543,3.9644150978767443,,
15544,0.8946070586539939,,
15545,1.8048949998198687,,
15546,2.555086960597118,,
15547,1.7652789213743683,,
15548,3.8054708821516177,,
15549,2.5757588233174924,,
15550,0.6059507840947422,,
15551,0.03623872526061683,,
15552,1.4763347056492415,,
15553,2.066430686037867,,
15554,2.956622646815117,,
15555,0.6767186272037412,,
15556,1.4870065683696159,,
15557,0.8471985291468656,,
15558,3.8371985291468653,,
15559,2.1072945095354902,,
15560,3.2271985291468654,,
15561,0.6970065683696158,,
15562,2.176910587980991,,
15563,3.2767186272037416,,
15564,2.956430686037867,,
15565,0.7663347056492418,,
15566,0.2560467644833671,,
15567,0.8058548037061174,,
